level_0,Region,Subregion,Country
55JFN_25,Oceania,Australia and New Zealand,Australia
55JFN_13,Oceania,Australia and New Zealand,Australia
55JFN_14,Oceania,Australia and New Zealand,Australia
52KCU_29,Oceania,Australia and New Zealand,Australia
59GNM_03,Oceania,Australia and New Zealand,New Zealand
52KCU_16,Oceania,Australia and New Zealand,Australia
59GNM_04,Oceania,Australia and New Zealand,New Zealand
52KCU_11,Oceania,Australia and New Zealand,Australia
52KCU_18,Oceania,Australia and New Zealand,Australia
52KCU_27,Oceania,Australia and New Zealand,Australia
52KCU_20,Oceania,Australia and New Zealand,Australia
55JFN_15,Oceania,Australia and New Zealand,Australia
55JFN_12,Oceania,Australia and New Zealand,Australia
55JFN_24,Oceania,Australia and New Zealand,Australia
55JFN_23,Oceania,Australia and New Zealand,Australia
52KCU_21,Oceania,Australia and New Zealand,Australia
52KCU_19,Oceania,Australia and New Zealand,Australia
52KCU_26,Oceania,Australia and New Zealand,Australia
59GNM_05,Oceania,Australia and New Zealand,New Zealand
52KCU_10,Oceania,Australia and New Zealand,Australia
52KCU_28,Oceania,Australia and New Zealand,Australia
59GNM_02,Oceania,Australia and New Zealand,New Zealand
52KCU_17,Oceania,Australia and New Zealand,Australia
52KDU_20,Oceania,Australia and New Zealand,Australia
54KUF_02,Oceania,Australia and New Zealand,Australia
54HYE_25,Oceania,Australia and New Zealand,Australia
55JBF_21,Oceania,Australia and New Zealand,Australia
56JMS_29,Oceania,Australia and New Zealand,Australia
55HEU_12,Oceania,Australia and New Zealand,Australia
54KYA_05,Oceania,Australia and New Zealand,Australia
52JGL_10,Oceania,Australia and New Zealand,Australia
59GLK_22,Oceania,Australia and New Zealand,New Zealand
56JMS_16,Oceania,Australia and New Zealand,Australia
54LWJ_24,Oceania,Australia and New Zealand,Australia
53JMG_07,Oceania,Australia and New Zealand,Australia
52KHU_08,Oceania,Australia and New Zealand,Australia
55JBF_26,Oceania,Australia and New Zealand,Australia
54KUF_05,Oceania,Australia and New Zealand,Australia
54HYE_22,Oceania,Australia and New Zealand,Australia
52KDU_27,Oceania,Australia and New Zealand,Australia
52JGL_28,Oceania,Australia and New Zealand,Australia
54LWJ_23,Oceania,Australia and New Zealand,Australia
53JMG_00,Oceania,Australia and New Zealand,Australia
55JBF_19,Oceania,Australia and New Zealand,Australia
59GLK_25,Oceania,Australia and New Zealand,New Zealand
56JMS_11,Oceania,Australia and New Zealand,Australia
52JGL_17,Oceania,Australia and New Zealand,Australia
52KDU_18,Oceania,Australia and New Zealand,Australia
54KYA_02,Oceania,Australia and New Zealand,Australia
55HEU_15,Oceania,Australia and New Zealand,Australia
59GNP_04,Oceania,Australia and New Zealand,New Zealand
54HYE_14,Oceania,Australia and New Zealand,Australia
53JMG_09,Oceania,Australia and New Zealand,Australia
56JMS_18,Oceania,Australia and New Zealand,Australia
55JBF_10,Oceania,Australia and New Zealand,Australia
52KDU_11,Oceania,Australia and New Zealand,Australia
59GLL_04,Oceania,Australia and New Zealand,New Zealand
56JMS_27,Oceania,Australia and New Zealand,Australia
52KHU_01,Oceania,Australia and New Zealand,Australia
59GLK_13,Oceania,Australia and New Zealand,New Zealand
54LWJ_15,Oceania,Australia and New Zealand,Australia
55HEU_23,Oceania,Australia and New Zealand,Australia
52JGL_21,Oceania,Australia and New Zealand,Australia
52JGL_19,Oceania,Australia and New Zealand,Australia
52KDU_16,Oceania,Australia and New Zealand,Australia
55JBF_17,Oceania,Australia and New Zealand,Australia
59GNP_03,Oceania,Australia and New Zealand,New Zealand
54HYE_13,Oceania,Australia and New Zealand,Australia
52KDU_29,Oceania,Australia and New Zealand,Australia
52JGL_26,Oceania,Australia and New Zealand,Australia
55HEU_24,Oceania,Australia and New Zealand,Australia
54LWJ_12,Oceania,Australia and New Zealand,Australia
56JMS_20,Oceania,Australia and New Zealand,Australia
52KHU_06,Oceania,Australia and New Zealand,Australia
59GLK_14,Oceania,Australia and New Zealand,New Zealand
59GLL_03,Oceania,Australia and New Zealand,New Zealand
55JBF_28,Oceania,Australia and New Zealand,Australia
51JXH_15,Oceania,Australia and New Zealand,Australia
51KWR_12,Oceania,Australia and New Zealand,Australia
51KWR_15,Oceania,Australia and New Zealand,Australia
51JXH_12,Oceania,Australia and New Zealand,Australia
51JXH_24,Oceania,Australia and New Zealand,Australia
51KWR_23,Oceania,Australia and New Zealand,Australia
51JXK_03,Oceania,Australia and New Zealand,Australia
51JXK_04,Oceania,Australia and New Zealand,Australia
51KWR_24,Oceania,Australia and New Zealand,Australia
51JXH_23,Oceania,Australia and New Zealand,Australia
55JBF_16,Oceania,Australia and New Zealand,Australia
54HYE_12,Oceania,Australia and New Zealand,Australia
59GNP_02,Oceania,Australia and New Zealand,New Zealand
52KDU_17,Oceania,Australia and New Zealand,Australia
52JGL_18,Oceania,Australia and New Zealand,Australia
54LWJ_13,Oceania,Australia and New Zealand,Australia
59GLL_02,Oceania,Australia and New Zealand,New Zealand
55JBF_29,Oceania,Australia and New Zealand,Australia
52KHU_07,Oceania,Australia and New Zealand,Australia
56JMS_21,Oceania,Australia and New Zealand,Australia
59GLK_15,Oceania,Australia and New Zealand,New Zealand
52JGL_27,Oceania,Australia and New Zealand,Australia
52KDU_28,Oceania,Australia and New Zealand,Australia
55HEU_25,Oceania,Australia and New Zealand,Australia
52KDU_10,Oceania,Australia and New Zealand,Australia
53JMG_08,Oceania,Australia and New Zealand,Australia
54HYE_15,Oceania,Australia and New Zealand,Australia
59GNP_05,Oceania,Australia and New Zealand,New Zealand
55JBF_11,Oceania,Australia and New Zealand,Australia
56JMS_19,Oceania,Australia and New Zealand,Australia
55HEU_22,Oceania,Australia and New Zealand,Australia
52JGL_20,Oceania,Australia and New Zealand,Australia
52KHU_00,Oceania,Australia and New Zealand,Australia
56JMS_26,Oceania,Australia and New Zealand,Australia
59GLK_12,Oceania,Australia and New Zealand,New Zealand
59GLL_05,Oceania,Australia and New Zealand,New Zealand
54LWJ_14,Oceania,Australia and New Zealand,Australia
52JGL_29,Oceania,Australia and New Zealand,Australia
52KDU_26,Oceania,Australia and New Zealand,Australia
55JBF_27,Oceania,Australia and New Zealand,Australia
52KHU_09,Oceania,Australia and New Zealand,Australia
54KUF_04,Oceania,Australia and New Zealand,Australia
54HYE_23,Oceania,Australia and New Zealand,Australia
52KDU_19,Oceania,Australia and New Zealand,Australia
52JGL_16,Oceania,Australia and New Zealand,Australia
55HEU_14,Oceania,Australia and New Zealand,Australia
54KYA_03,Oceania,Australia and New Zealand,Australia
54LWJ_22,Oceania,Australia and New Zealand,Australia
53JMG_01,Oceania,Australia and New Zealand,Australia
59GLK_24,Oceania,Australia and New Zealand,New Zealand
56JMS_10,Oceania,Australia and New Zealand,Australia
55JBF_18,Oceania,Australia and New Zealand,Australia
54KUF_03,Oceania,Australia and New Zealand,Australia
54HYE_24,Oceania,Australia and New Zealand,Australia
56JMS_28,Oceania,Australia and New Zealand,Australia
55JBF_20,Oceania,Australia and New Zealand,Australia
52KDU_21,Oceania,Australia and New Zealand,Australia
59GLK_23,Oceania,Australia and New Zealand,New Zealand
56JMS_17,Oceania,Australia and New Zealand,Australia
54LWJ_25,Oceania,Australia and New Zealand,Australia
53JMG_06,Oceania,Australia and New Zealand,Australia
54KYA_04,Oceania,Australia and New Zealand,Australia
55HEU_13,Oceania,Australia and New Zealand,Australia
52JGL_11,Oceania,Australia and New Zealand,Australia
51KWR_25,Oceania,Australia and New Zealand,Australia
51JXH_22,Oceania,Australia and New Zealand,Australia
51JXK_05,Oceania,Australia and New Zealand,Australia
51JXK_02,Oceania,Australia and New Zealand,Australia
51JXH_25,Oceania,Australia and New Zealand,Australia
51KWR_22,Oceania,Australia and New Zealand,Australia
51KWR_14,Oceania,Australia and New Zealand,Australia
51JXH_13,Oceania,Australia and New Zealand,Australia
51JXH_14,Oceania,Australia and New Zealand,Australia
51KWR_13,Oceania,Australia and New Zealand,Australia
51JXK_11,Oceania,Australia and New Zealand,Australia
51JXH_09,Oceania,Australia and New Zealand,Australia
51JXK_16,Oceania,Australia and New Zealand,Australia
51JXK_29,Oceania,Australia and New Zealand,Australia
51KWR_09,Oceania,Australia and New Zealand,Australia
51JXK_20,Oceania,Australia and New Zealand,Australia
51KWR_00,Oceania,Australia and New Zealand,Australia
51JXH_07,Oceania,Australia and New Zealand,Australia
51JXH_00,Oceania,Australia and New Zealand,Australia
51KWR_07,Oceania,Australia and New Zealand,Australia
51JXK_27,Oceania,Australia and New Zealand,Australia
51JXK_18,Oceania,Australia and New Zealand,Australia
59GNP_29,Oceania,Australia and New Zealand,New Zealand
54LWJ_07,Oceania,Australia and New Zealand,Australia
53JMG_24,Oceania,Australia and New Zealand,Australia
59GLK_01,Oceania,Australia and New Zealand,New Zealand
52KHU_13,Oceania,Australia and New Zealand,Australia
59GLL_16,Oceania,Australia and New Zealand,New Zealand
54KYA_26,Oceania,Australia and New Zealand,Australia
59GLL_29,Oceania,Australia and New Zealand,New Zealand
55JBF_02,Oceania,Australia and New Zealand,Australia
54KUF_21,Oceania,Australia and New Zealand,Australia
54HYE_06,Oceania,Australia and New Zealand,Australia
59GNP_16,Oceania,Australia and New Zealand,New Zealand
54KYA_19,Oceania,Australia and New Zealand,Australia
52KDU_03,Oceania,Australia and New Zealand,Australia
54KYA_21,Oceania,Australia and New Zealand,Australia
59GLL_11,Oceania,Australia and New Zealand,New Zealand
59GLK_06,Oceania,Australia and New Zealand,New Zealand
52KHU_14,Oceania,Australia and New Zealand,Australia
54LWJ_00,Oceania,Australia and New Zealand,Australia
53JMG_23,Oceania,Australia and New Zealand,Australia
54KUF_19,Oceania,Australia and New Zealand,Australia
52KDU_04,Oceania,Australia and New Zealand,Australia
55HEU_09,Oceania,Australia and New Zealand,Australia
54KUF_26,Oceania,Australia and New Zealand,Australia
54HYE_01,Oceania,Australia and New Zealand,Australia
59GNP_11,Oceania,Australia and New Zealand,New Zealand
55JBF_05,Oceania,Australia and New Zealand,Australia
52JGL_02,Oceania,Australia and New Zealand,Australia
54KYA_17,Oceania,Australia and New Zealand,Australia
55HEU_00,Oceania,Australia and New Zealand,Australia
53JMG_15,Oceania,Australia and New Zealand,Australia
54HYE_08,Oceania,Australia and New Zealand,Australia
59GNP_18,Oceania,Australia and New Zealand,New Zealand
59GLL_27,Oceania,Australia and New Zealand,New Zealand
52KHU_22,Oceania,Australia and New Zealand,Australia
56JMS_04,Oceania,Australia and New Zealand,Australia
54KYA_28,Oceania,Australia and New Zealand,Australia
59GLL_18,Oceania,Australia and New Zealand,New Zealand
59GNP_27,Oceania,Australia and New Zealand,New Zealand
54KUF_10,Oceania,Australia and New Zealand,Australia
54LWJ_09,Oceania,Australia and New Zealand,Australia
52KHU_25,Oceania,Australia and New Zealand,Australia
56JMS_03,Oceania,Australia and New Zealand,Australia
59GLL_20,Oceania,Australia and New Zealand,New Zealand
54KUF_28,Oceania,Australia and New Zealand,Australia
53JMG_12,Oceania,Australia and New Zealand,Australia
55HEU_07,Oceania,Australia and New Zealand,Australia
54KYA_10,Oceania,Australia and New Zealand,Australia
52JGL_05,Oceania,Australia and New Zealand,Australia
59GNP_20,Oceania,Australia and New Zealand,New Zealand
54KUF_17,Oceania,Australia and New Zealand,Australia
59GLK_08,Oceania,Australia and New Zealand,New Zealand
51JXK_26,Oceania,Australia and New Zealand,Australia
51JXH_01,Oceania,Australia and New Zealand,Australia
51KWR_06,Oceania,Australia and New Zealand,Australia
51JXK_19,Oceania,Australia and New Zealand,Australia
51KWR_01,Oceania,Australia and New Zealand,Australia
51JXH_06,Oceania,Australia and New Zealand,Australia
51JXK_21,Oceania,Australia and New Zealand,Australia
51JXK_17,Oceania,Australia and New Zealand,Australia
51KWR_08,Oceania,Australia and New Zealand,Australia
51JXK_28,Oceania,Australia and New Zealand,Australia
51JXK_10,Oceania,Australia and New Zealand,Australia
51JXH_08,Oceania,Australia and New Zealand,Australia
54KYA_11,Oceania,Australia and New Zealand,Australia
55HEU_06,Oceania,Australia and New Zealand,Australia
52JGL_04,Oceania,Australia and New Zealand,Australia
59GLL_21,Oceania,Australia and New Zealand,New Zealand
56JMS_02,Oceania,Australia and New Zealand,Australia
52KHU_24,Oceania,Australia and New Zealand,Australia
53JMG_13,Oceania,Australia and New Zealand,Australia
54KUF_29,Oceania,Australia and New Zealand,Australia
59GNP_21,Oceania,Australia and New Zealand,New Zealand
54KUF_16,Oceania,Australia and New Zealand,Australia
59GLK_09,Oceania,Australia and New Zealand,New Zealand
59GNP_19,Oceania,Australia and New Zealand,New Zealand
54HYE_09,Oceania,Australia and New Zealand,Australia
53JMG_14,Oceania,Australia and New Zealand,Australia
56JMS_05,Oceania,Australia and New Zealand,Australia
52KHU_23,Oceania,Australia and New Zealand,Australia
59GLL_26,Oceania,Australia and New Zealand,New Zealand
52JGL_03,Oceania,Australia and New Zealand,Australia
55HEU_01,Oceania,Australia and New Zealand,Australia
54KYA_16,Oceania,Australia and New Zealand,Australia
59GLL_19,Oceania,Australia and New Zealand,New Zealand
54LWJ_08,Oceania,Australia and New Zealand,Australia
59GNP_26,Oceania,Australia and New Zealand,New Zealand
54KUF_11,Oceania,Australia and New Zealand,Australia
54KYA_29,Oceania,Australia and New Zealand,Australia
59GLK_07,Oceania,Australia and New Zealand,New Zealand
52KHU_15,Oceania,Australia and New Zealand,Australia
59GLL_10,Oceania,Australia and New Zealand,New Zealand
54KUF_18,Oceania,Australia and New Zealand,Australia
54LWJ_01,Oceania,Australia and New Zealand,Australia
53JMG_22,Oceania,Australia and New Zealand,Australia
54KYA_20,Oceania,Australia and New Zealand,Australia
54KUF_27,Oceania,Australia and New Zealand,Australia
59GNP_10,Oceania,Australia and New Zealand,New Zealand
54HYE_00,Oceania,Australia and New Zealand,Australia
55JBF_04,Oceania,Australia and New Zealand,Australia
52KDU_05,Oceania,Australia and New Zealand,Australia
55HEU_08,Oceania,Australia and New Zealand,Australia
54KYA_27,Oceania,Australia and New Zealand,Australia
54LWJ_06,Oceania,Australia and New Zealand,Australia
53JMG_25,Oceania,Australia and New Zealand,Australia
59GNP_28,Oceania,Australia and New Zealand,New Zealand
59GLL_17,Oceania,Australia and New Zealand,New Zealand
59GLK_00,Oceania,Australia and New Zealand,New Zealand
52KHU_12,Oceania,Australia and New Zealand,Australia
54KYA_18,Oceania,Australia and New Zealand,Australia
52KDU_02,Oceania,Australia and New Zealand,Australia
59GLL_28,Oceania,Australia and New Zealand,New Zealand
55JBF_03,Oceania,Australia and New Zealand,Australia
54KUF_20,Oceania,Australia and New Zealand,Australia
59GNP_17,Oceania,Australia and New Zealand,New Zealand
54HYE_07,Oceania,Australia and New Zealand,Australia
59GNM_20,Oceania,Australia and New Zealand,New Zealand
59GNM_18,Oceania,Australia and New Zealand,New Zealand
59GNM_27,Oceania,Australia and New Zealand,New Zealand
52KCU_04,Oceania,Australia and New Zealand,Australia
59GNM_11,Oceania,Australia and New Zealand,New Zealand
59GNM_29,Oceania,Australia and New Zealand,New Zealand
52KCU_03,Oceania,Australia and New Zealand,Australia
59GNM_16,Oceania,Australia and New Zealand,New Zealand
55JFN_01,Oceania,Australia and New Zealand,Australia
55JFN_06,Oceania,Australia and New Zealand,Australia
55JFN_08,Oceania,Australia and New Zealand,Australia
59GNM_28,Oceania,Australia and New Zealand,New Zealand
52KCU_02,Oceania,Australia and New Zealand,Australia
59GNM_17,Oceania,Australia and New Zealand,New Zealand
52KCU_05,Oceania,Australia and New Zealand,Australia
59GNM_10,Oceania,Australia and New Zealand,New Zealand
59GNM_19,Oceania,Australia and New Zealand,New Zealand
59GNM_26,Oceania,Australia and New Zealand,New Zealand
59GNM_21,Oceania,Australia and New Zealand,New Zealand
55JFN_09,Oceania,Australia and New Zealand,Australia
55JFN_07,Oceania,Australia and New Zealand,Australia
55JFN_00,Oceania,Australia and New Zealand,Australia
